,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,Country,Date,City ID
288,shahr-e babak,29.940117315075213,54.06727073555439,101.12,5,28,15.77,IR,1562504533,115781.0
289,pisco,-25.050468891765192,-99.59696291548478,66.88,30,90,3.36,PE,1562504534,3932145.0
290,vanavara,61.369424161150135,100.77845405495356,69.8,76,75,3.33,RU,1562505048,2013727.0
291,basoko,0.39296207603682376,23.44984257167485,73.76,86,100,1.21,CD,1562504534,219414.0
292,jiquipilas,16.646475291700497,-93.54785425078349,69.8,88,40,3.36,MX,1562504534,3526488.0
293,bilma,16.71309573150822,14.26490004257164,103.1,11,0,6.4,NE,1562504534,2446796.0
294,yueyang,29.09211905213266,113.34388572908534,75.74,86,100,6.96,CN,1562504535,1927639.0
295,ucluelet,47.86631285544104,-126.63867588470842,57.99,96,90,4.61,CA,1562505049,6171633.0
296,gilgit,35.47471890665783,73.66035168304285,65.12,27,53,2.15,PK,1562504535,1178338.0
297,zhifang,30.42484364628706,114.2697460210751,86.0,55,0,8.95,CN,1562504535,1784543.0
298,nishihara,19.348311732847108,134.93600831879678,65.46,88,90,10.29,JP,1562504535,1850144.0
299,namibe,-18.745157148712337,3.9667717070611843,73.4,73,20,11.41,AO,1562505050,3347019.0
300,tabiauea,1.08666937881695,173.06280362187346,,,,,,,
301,tiksi,77.50640144007352,124.97518637421547,41.0,77,4,5.57,RU,1562504536,2015306.0
302,portland,-44.84726844329921,137.78472353108452,65.41,52,1,12.75,US,1562504500,4975802.0
303,ostrovnoy,68.56729487059914,38.82577175433448,46.94,74,0,21.92,RU,1562505050,556268.0
304,ribnica,45.66959135988975,14.61497297464058,76.23,65,40,3.36,SI,1562504536,3191685.0
305,soeng sang,14.201747672839886,102.47599683543172,84.58,67,100,4.47,TH,1562504536,1606213.0
306,namatanai,0.39274802000178965,155.11802402167854,79.52,82,100,14.25,PG,1562505051,2090021.0
307,aboisso,5.402585555456341,-2.848597157959915,80.78,80,100,6.55,CI,1562504537,2293507.0
308,narsaq,81.89835299576009,-64.19815907287142,62.6,21,75,27.51,GL,1562505051,3421719.0
309,klerksdorp,-26.651136272900104,26.267885986691113,66.74,20,0,12.71,ZA,1562504537,989921.0
310,ghanzi,-21.434093010450738,21.190277282777657,79.34,6,0,5.23,BW,1562504537,933644.0
311,ostrovskoye,58.071069372690914,42.407910482159,63.68,55,100,8.03,RU,1562504537,514052.0
312,santiago,-15.482022088897537,-77.368123200584,75.74,91,93,1.54,PH,1562504409,1687801.0
313,shitkino,57.00968578458301,98.64476841676094,76.46,53,22,2.51,RU,1562504538,1492110.0
314,ixtapa,1.3823695642531817,-109.03286093131786,79.81,78,75,2.24,MX,1562504538,4004293.0
315,hope,33.64882724706521,-93.60156103097465,77.86,88,1,1.39,US,1562504538,4115181.0
316,alekseyevsk,57.520057696589305,109.52054506595636,71.06,53,99,5.28,RU,1562504538,2022083.0
317,deer lake,50.09671387780037,-57.35614530054653,60.3,72,75,12.75,CA,1562504539,5937252.0
318,saint george,29.471967777875548,-46.81824932745931,96.6,26,20,11.41,GR,1562505052,262462.0
319,incourt,50.712823785142774,4.790728028919688,68.25,48,34,4.7,BE,1562504539,2795064.0
320,palabuhanratu,-18.287463567821163,98.03702432026967,,,,,,,
321,carnarvon,-21.05514063062158,108.24577937103669,58.82,40,29,19.35,ZA,1562504539,1014034.0
322,blackpool,53.92749306210328,-3.506996364704918,61.72,88,75,3.36,IE,1562504539,2965139.0
323,umzimvubu,-38.17546108547335,35.95191759331709,,,,,,,
324,poum,-16.599750910697693,163.00020730075312,78.62,37,0,5.08,MK,1562504540,787487.0
325,hvolsvollur,63.72297595741074,-19.488435326845718,,,,,,,
326,ksenyevka,53.39791915870114,118.77586573189598,,,,,,,
327,kutum,15.251600185594015,23.35172101130243,93.56,18,23,5.86,SD,1562504540,371745.0
328,provideniya,55.25175765282495,-170.17951125345382,59.18,62,7,0.22,RU,1562504541,4031574.0
329,buraydah,24.909165647517042,42.91896747648667,113.0,13,20,5.82,SA,1562504541,107304.0
330,leningradskiy,71.11053871510205,178.17400456552895,57.92,61,0,11.79,RU,1562505054,2123814.0
331,ocean city,38.70187026021125,-74.42868788654583,82.29,88,1,5.41,US,1562504541,4166723.0
332,atambua,-7.10047959964713,124.6842880125298,76.46,66,26,16.44,ID,1562505054,1651103.0
333,petropavlovsk-kamchatskiy,50.853885300492834,163.11767094140413,50.0,100,90,4.47,RU,1562505054,2122104.0
334,bethlehem,-28.072739449029143,28.48374601555409,74.34,83,75,10.29,US,1562504263,5180225.0
335,saquarema,-25.85394814663144,-42.806351843339,65.14,77,75,11.41,BR,1562504542,3448011.0
336,bandarbeyla,6.307327727672913,58.5847362827532,99.86,27,30,28.9,SO,1562505055,64814.0
337,ilulissat,76.02265731141165,-46.64032746591221,51.8,53,20,4.7,GL,1562505055,3423146.0
338,zhanakorgan,44.900755284855165,67.65061695839063,100.4,13,7,17.56,KZ,1562504542,1517323.0
339,pontes e lacerda,-14.760735673433771,-60.88663528079097,57.02,33,0,6.06,BR,1562504542,3453060.0
340,port macquarie,-32.19497688120578,153.93547003684716,51.96,100,90,1.12,AU,1562504542,2152659.0
341,igreja nova,-10.19038170312372,-36.645375162873876,80.78,62,0,8.57,BR,1562504543,3461484.0
342,itirapina,-22.145697134958837,-47.81410564406764,44.6,87,0,8.05,BR,1562504543,3460553.0
343,faanui,-10.067617954209666,-155.17554505055085,78.8,82,4,18.66,PF,1562505057,4034551.0
344,coihaique,-45.14839819369309,-71.20556924694084,30.2,100,100,1.48,CL,1562504543,3894426.0
345,lumphat,13.511940550079188,106.04396283009686,77.36,94,68,3.36,KH,1562504543,1830377.0
346,dabra,25.89742131225438,78.27766146541768,93.2,63,75,5.82,IN,1562504544,1273751.0
347,talnakh,78.9698834026376,89.211627642265,59.0,58,20,31.32,RU,1562504544,1490256.0
348,oksfjord,72.51102880840622,22.364641394949416,65.03,48,0,21.92,NO,1562504544,778362.0
349,placido de castro,-11.070412431901104,-67.63338491018072,60.26,57,97,6.26,BR,1562504544,3924895.0
350,manta,-0.6101697917048909,-84.68436215568923,82.94,46,28,7.47,RO,1562504544,685981.0
351,richards bay,-32.10815948549553,39.1892110607497,70.88,69,33,19.1,ZA,1562504545,962367.0
352,helong,42.144884725788785,128.97447293507173,76.1,93,100,1.95,CN,1562504545,1808534.0
353,gurgan,38.99347706487367,51.025675559245514,,,,,,,
354,kavieng,9.448068963133323,153.21196879037416,83.84,73,75,9.17,PG,1562505060,2094342.0
355,muisne,0.8996011799986974,-81.70487916395932,77.0,94,75,9.17,EC,1562504545,3653967.0
356,salinopolis,3.8169904020989662,-46.350629779671436,81.14,79,53,13.24,BR,1562504286,3389822.0
357,san matias,-15.607417902740579,-58.47412713779252,54.14,39,0,7.63,BO,1562504546,3444105.0
358,adrar,27.062888629743725,-3.9212303913944027,116.6,4,0,25.28,DZ,1562504413,2508813.0
359,usogorsk,64.12478721074507,48.531278186118186,62.42,75,100,3.78,RU,1562504546,478297.0
360,bethel,52.38176944602634,-165.8738546909496,68.81,45,1,8.05,US,1562504546,5880568.0
361,dalnegorsk,44.72524902220388,135.83473232257762,56.48,95,0,0.16,RU,1562504546,2051471.0
362,kieta,-1.4755401226555591,157.1705802645534,81.14,81,100,7.96,PG,1562504547,2094027.0
363,henties bay,-22.418130352598993,9.12320958797892,55.0,89,0,4,NA,1562504547,3356832.0
364,ratnagiri,15.958075772477102,68.99573346032139,82.76,83,100,22.44,IN,1562504547,1258338.0
365,krasnyy yar,53.49454216236285,50.617263871892334,72.68,44,34,14.34,RU,1562504547,541344.0
366,steamboat springs,40.73595085940289,-106.38650903075622,45.82,87,1,3.36,US,1562504547,5582371.0
367,krasnoselkup,62.719417090672124,81.43755006627089,,,,,,,
368,tukrah,34.33246123290013,20.756629168458062,,,,,,,
369,cabedelo,-5.003269503517487,-30.24275444738049,80.6,78,40,4.7,BR,1562504548,3404558.0
370,tautira,-19.218921129287722,-142.59316917860588,77.0,83,40,2.24,PF,1562504548,4033557.0
371,issoire,45.12816989603908,3.0053743764365493,82.4,42,0,10.29,FR,1562504548,3012664.0
372,xalpatlahuac,17.341337649313346,-98.8395966845253,59.36,91,68,3.02,MX,1562504352,3514592.0
373,kokuy,52.11986643890435,117.36384920927054,60.26,83,57,2.24,RU,1562504549,2021908.0
374,buta,2.369064913612121,24.553166578811272,84.2,56,83,4.32,CD,1562504549,217570.0
375,kangaatsiaq,69.20896105818932,-56.907855285720075,46.76,65,23,8.25,GL,1562504549,3422683.0
376,aklavik,83.0303446707403,-143.36619178662144,44.6,81,75,5.82,CA,1562505063,5882953.0
377,venice,26.3848224979981,-83.70037451272472,77.92,100,20,6.93,US,1562504549,4176380.0
378,vaitupu,2.277575488690175,-173.86621197427624,,,,,,,
379,holme,59.188714880498935,2.2388442417702095,61.09,67,76,14.99,DK,1562504550,2624652.0
380,rapid valley,42.70235651710345,-102.20865495040084,62.04,100,90,5.82,US,1562504550,5768244.0
381,lavrentiya,77.27207084331641,-169.5428932092828,58.64,50,15,1.66,RU,1562505063,4031637.0
382,druzhba,51.44074189578413,28.081330571271195,84.99,46,93,4,UA,1562504550,691693.0
383,abalak,15.920174629716712,6.6114999017574405,101.3,19,22,7.54,NE,1562504550,2448245.0
384,la ronge,65.35831794736052,-104.23682079757253,55.4,87,75,2.3,CA,1562504551,6050066.0
385,buqayq,25.585258414858956,49.74689660112125,,,,,,,
386,contamana,-6.668717274193185,-74.59605726091453,65.48,93,100,1.72,PE,1562504551,3697838.0
387,hualmay,-17.22067906899602,-87.7930582272334,62.6,88,100,12.28,PE,1562504551,3939761.0
388,awjilah,27.009932160713646,19.244125712423397,98.42,15,0,11.7,LY,1562505064,88533.0
389,yenangyaung,20.341612441357412,94.62247638454619,79.16,84,100,7.31,MM,1562504551,1285173.0
390,arman,58.148272831993495,147.8943558687057,45.68,94,100,0.72,RU,1562504552,2127060.0
391,villazon,-23.028549458276075,-66.58051915396227,,,,,,,
392,kramat,-6.075515526412275,109.1832105276718,76.64,70,27,6.51,ID,1562504552,1640765.0
393,zernograd,47.002409951091266,40.44707954777479,85.28,27,4,9.28,RU,1562504552,463637.0
394,touros,-0.780504914649498,-32.86023999751163,80.6,83,40,3.36,BR,1562504552,3386213.0
395,kjollefjord,69.71835557288261,27.57466601879574,51.8,66,52,18.16,NO,1562504553,779261.0
396,shenjiamen,29.84266845228258,122.18455939562142,78.08,77,100,5.86,CN,1562504553,1795632.0
397,takaungu,-4.279278656063056,41.37060804098647,85.08,62,40,8.05,KE,1562504553,179634.0
398,midleton,51.899850181595525,-8.068577950533893,61.75,88,75,3.36,IE,1562504553,2962630.0
399,half moon bay,31.99448199070929,-135.45500168123405,54.27,87,90,4.7,US,1562504553,5354943.0
400,manzanillo,9.651750938567488,-108.80434880532471,77.0,83,75,6.93,MX,1562504426,3996663.0
401,pulaski,36.719819949430175,-80.91364372380124,73.24,83,1,3.36,US,1562504554,4780577.0
402,wanaka,-42.230892902681774,167.83251812932497,44.01,69,70,3,NZ,1562504554,2184707.0
403,minab,27.512351837355993,58.08074716803307,96.8,75,0,11.41,IR,1562504554,123941.0
404,nanhyanga,-10.839282083450897,39.53005217548338,88.16,39,41,2.42,TZ,1562504555,877588.0
405,buluang,13.156667246259445,118.60511814807194,84.2,74,20,34.45,PH,1562504555,1717512.0
406,peniche,40.68282425109848,-10.649421502215745,71.85,53,20,10.29,PT,1562504487,2264923.0
407,tadine,-23.79081931478244,173.21672035451007,69.62,74,83,24.11,NC,1562504555,2138285.0
408,mutoko,-16.72904413565452,32.71334443232399,80.42,14,0,5.39,ZW,1562504555,884927.0
409,santa marta,14.105242317356783,-74.95201640817936,84.2,74,20,30.76,CO,1562504555,3668605.0
410,chuy,-59.26561029409163,-26.311192041364905,39.2,81,1,6.11,UY,1562504556,3443061.0
411,geraldton,-30.46819216127733,102.00569879584287,55.4,87,40,2.24,CA,1562504556,5960603.0
412,leninogorsk,54.49706915370891,52.372478017866655,63.14,74,5,17.92,RU,1562504556,536162.0
413,evensk,62.073047134872866,158.5534005846693,51.8,86,100,5.91,RU,1562504556,2125693.0
414,pedernales,17.44719955071966,-72.00536295730674,74.48,89,100,18.12,EC,1562504557,3653307.0
415,chicama,-10.777372322643728,-85.51667849906234,62.6,93,75,6.93,PE,1562504441,3698359.0
416,rocha,-46.13063728417262,-44.313778901964014,37.76,67,0,3.87,UY,1562504557,3440777.0
417,labuhan,-8.444477805386285,103.9838365702625,76.46,76,8,2.44,ID,1562504557,1641899.0
418,broken hill,-26.507564904605502,142.5225315979747,57.2,82,40,3.36,AU,1562504557,2173911.0
419,ozgon,41.3477217937463,73.57608388753312,,,,,,,
420,rungata,1.689689027497451,177.21933990693879,,,,,,,
421,tocopilla,-21.606469085990867,-69.48142654804292,58.64,88,64,11.18,CL,1562504558,3869716.0
422,coquimbo,-28.942951752758702,-87.12780244300424,52.74,87,90,5.82,CL,1562504559,3893629.0
423,gasa,29.349665556350118,89.64547212710147,44.78,92,100,9.69,BT,1562504559,1252578.0
424,soyo,-7.5909401029076236,7.230081219743454,80.6,65,75,10.29,AO,1562504560,2236967.0
425,banmo,24.256351340581276,96.80000328256062,,,,,,,
426,kushima,29.334324921546298,131.96230180583035,74.41,88,75,5.82,JP,1562504560,1895695.0
427,bosobolo,4.288028515634267,19.44872973587215,72.86,94,100,7.29,CD,1562504560,2316473.0
428,chilca,-13.410659538115283,-77.66994888245148,41.0,75,75,3.36,PE,1562504560,3934055.0
429,bathsheba,20.99528094956385,-43.4419673542034,82.4,78,75,18.34,BB,1562504560,3374083.0
430,kambove,-10.439399870534487,25.89162264072354,83.12,20,33,2.51,CD,1562504561,923058.0
431,thinadhoo,0.8749013361271523,70.30385368654163,85.28,66,71,7.7,MV,1562504561,1337610.0
432,yerbogachen,61.455569637735636,105.51349075227932,70.52,62,94,6.04,RU,1562504561,2012956.0
433,kouango,5.125211701962584,19.962923715697798,73.76,94,100,8.39,CF,1562504561,2385535.0
434,sinnamary,14.318374081808344,-46.48327563597337,78.62,82,1,7.02,GF,1562504561,3380290.0
435,dickinson,47.105324045529045,-101.91176022999365,62.91,93,20,10.29,US,1562504496,5688789.0
436,uribia,12.86548067380167,-71.46296090505462,80.6,75,65,19.75,CO,1562504562,3666409.0
437,great yarmouth,53.75177579479174,2.6869823117865224,66.69,45,20,5.82,GB,1562504562,2647984.0
438,longlac,50.46530871867975,-85.59329083971441,,,,,,,
439,jasper,52.11296970580173,-119.04897377310772,76.55,94,1,3.98,US,1562504403,4069659.0
440,bambous virieux,-29.2978332844566,71.54694327494005,76.01,69,20,12.75,MU,1562505070,1106677.0
441,port-gentil,-4.874274987102538,1.6970837595277715,78.8,83,90,12.75,GA,1562505011,2396518.0
442,thomastown,52.435276393566824,-7.249719894246795,62.33,71,93,3.94,IE,1562504563,2961224.0
443,mukhen,47.83437299112006,136.99137560848908,70.34,94,4,3.6,RU,1562504563,2019718.0
444,ketchikan,51.13311549682507,-134.34277270196395,55.4,93,90,10.29,US,1562505071,5554428.0
445,kumluca,36.50293132617125,29.80099676858552,81.32,29,16,8.19,TR,1562504563,305681.0
446,grindavik,54.38052012620423,-26.482025656328574,56.48,76,20,8.05,IS,1562504563,3416888.0
447,vaitape,-18.108026214471934,-153.6011755405244,78.8,82,4,18.66,PF,1562504564,4033077.0
448,tilichiki,58.52205696741402,172.81360583825114,44.06,94,96,1.74,RU,1562504564,2120591.0
449,mantua,24.354741590825768,-85.54414866073995,89.37,46,20,12.75,IT,1562504564,3174050.0
450,neopolis,-10.334823830247672,-36.62737357998333,78.44,75,9,7.07,BR,1562504564,3456325.0
451,talakan,50.412807916694646,130.92399867209463,69.08,91,81,2.71,RU,1562504565,2015686.0
452,flinders,-35.067048238876964,131.19600767402852,53.56,93,33,3.36,AU,1562504565,6255012.0
453,bintulu,3.28304814974814,112.17757418670158,80.6,88,75,2.3,MY,1562504341,1737486.0
454,lokosovo,60.05950626206595,74.63803702768664,59.72,81,100,5.86,RU,1562504565,1500399.0
455,merauke,-10.756074713560963,140.30817835595383,78.8,82,1,22.86,ID,1562504565,2082539.0
456,karratha,-20.10084702758448,113.93685575956516,67.46,64,0,2.26,AU,1562504536,6620339.0
457,longyearbyen,87.69530624429035,27.08635756921558,51.8,76,75,5.82,NO,1562505072,2729907.0
458,kuytun,43.969795146523154,84.41227799237146,71.6,58,22,1.88,RU,1562504566,2021093.0
459,saleaula,-6.387281347107262,-169.94622690635288,,,,,,,
460,candolim,15.110882611609185,72.93330378574603,82.4,83,90,17.22,IN,1562504566,1274989.0
461,bosaso,11.061402272356673,47.75607101452161,95.0,63,0,11.41,SO,1562504504,64013.0
462,tidore,-0.34988485497191846,127.08763864422457,,,,,,,
463,sunrise manor,36.826416918699906,-115.0354412246558,75.78,27,1,5.19,US,1562504566,5513343.0
464,sechura,-7.086705693339525,-82.87632006719736,63.14,89,26,6.15,PE,1562504567,3691954.0
465,along,29.3931195889606,94.50794031570507,61.16,99,100,1.63,IN,1562504567,1278969.0
466,visnes,58.3389226374851,3.6902104027592486,55.81,67,75,17.22,NO,1562504567,3131500.0
467,bethanien,-26.817197024954538,16.980933505234958,71.06,12,0,4.97,NA,1562504567,3358416.0
468,riacho de santana,-13.7628458032313,-42.65174495609017,80.6,52,3,4.32,BR,1562504360,3451448.0
469,husavik,77.06194143039573,-8.627132961802687,61.93,68,23,7.34,CA,1562504567,5961417.0
470,minot,48.59656720602027,-100.86964821181425,61.79,82,75,6.93,US,1562504274,5690532.0
471,moindou,-23.667695290078427,164.3986273926472,60.8,87,0,4.7,NC,1562504568,2140466.0
472,west bay,19.251203648372964,-82.1296882220824,57.0,87,90,10.29,CA,1562504568,6173331.0
473,svolvaer,68.04409644271249,14.827261013969974,60.33,67,75,2.24,NO,1562504568,3135020.0
474,katobu,-5.96437433455695,123.98043453646045,70.52,87,47,4.45,ID,1562504568,1640972.0
475,san pedro de macoris,16.072031260842166,-69.41737110520538,80.37,100,75,4.7,DO,1562504569,3493032.0
476,bereda,13.905741547871955,50.827923676488126,71.47,77,75,10.29,ES,1562504569,3105522.0
477,urumqi,43.782678607839586,90.47386983515088,,,,,,,
478,comodoro rivadavia,-47.28055286862151,-68.1810386300373,41.0,80,0,1.12,AR,1562505075,3860443.0
479,luganville,-14.493647396896634,163.47809625582488,78.8,83,75,9.17,VU,1562504569,2136150.0
480,hamilton,25.883783482042958,-66.19750420352123,68.76,77,75,13.87,CA,1562504570,5969785.0
481,chapais,56.83263967907959,-73.10255467127828,50.0,71,1,10.29,CA,1562504570,5919850.0
482,satitoa,-14.599146023405751,-165.82139670721335,,,,,,,
483,idaho falls,43.424698581295985,-112.18973101730957,55.63,81,1,9.17,US,1562504570,5596475.0
484,talcahuano,-36.39204223429043,-73.4075297239518,55.4,87,90,14.99,CL,1562504482,3870282.0
485,ngorongoro,-2.864510000549444,35.669057223668744,77.9,43,60,15.77,TZ,1562504570,151610.0
486,warqla,31.50574586815378,5.847903272250903,,,,,,,
487,constitucion,17.9736639943781,-122.80095994600595,63.0,70,87,5.82,MX,1562504571,4011743.0
488,axixa do tocantins,-4.747129391501218,-47.83193720458297,,,,,,,
489,pringsewu,-6.988182114698077,103.17396563755744,73.4,96,53,3.65,ID,1562504571,1630639.0
490,marcona,-16.98980355150475,-78.38184815259777,,,,,,,
491,porto velho,-9.147225232272518,-65.47117730787696,66.2,82,0,5.82,BR,1562505076,3662762.0
492,barcelos,-0.5351632931777601,-63.7851744761945,74.3,96,34,2.24,BR,1562504571,3665098.0
493,kenai,60.13631518298118,-151.3854539780551,52.57,93,20,3.36,US,1562505077,5866063.0
494,sisimiut,66.6879852093449,-55.147521705372114,45.86,66,94,9.98,GL,1562504572,3419842.0
495,marathon,48.86734772228647,-86.10383441968312,59.0,72,90,1.63,CA,1562504572,6065867.0
496,cape coast,3.0086085878956936,-0.4270078880617234,78.44,85,53,15.57,GH,1562504572,2302357.0
497,nikel,68.94355446897666,30.36478736920924,48.2,81,40,29.97,NO,1562504572,522260.0
498,aswan,22.882874773277237,30.808676062093298,105.8,9,0,11.41,EG,1562504573,359792.0
499,campo maior,-4.656939835451723,-42.328542235126605,79.7,69,35,5.23,BR,1562504573,3403566.0
500,beringovskiy,49.445528861802785,178.76097450112513,47.12,97,61,2.46,RU,1562504573,2126710.0
501,dudinka,68.32652265160058,84.73427962640312,59.0,58,20,31.32,RU,1562504573,1507116.0
502,toktogul,41.84047156958172,73.02785538078615,70.0,97,46,4.38,KG,1562504573,1538648.0
503,lindi,-9.529203947325925,39.47214386263548,85.64,42,56,6.53,TZ,1562504574,878281.0
504,huambo,-13.365758727856374,16.09993898908749,77.72,13,0,7.36,AO,1562504574,3348313.0
505,los llanos de aridane,24.653494751268894,-24.028563786487354,71.98,65,75,14.99,ES,1562505080,2514651.0
506,vila velha,-27.866179549132646,-25.22687052381059,80.96,65,75,12.75,BR,1562505080,6320062.0
507,morag,53.926375729763805,19.94847287557093,62.01,62,56,5.01,PL,1562504393,3091462.0
508,khandbari,28.188701590598555,87.30962240449816,63.86,91,99,1.54,NP,1562504574,1283217.0
509,hurghada,28.24309824239431,34.56199945733181,,,,,,,
510,shancheng,34.774484683708465,115.78500529213352,67.82,98,100,2.8,CN,1562504575,1796340.0
511,kem,65.0223108630608,34.69567649767447,79.52,65,83,3.06,UG,1562504575,235574.0
512,fort-shevchenko,43.58635152646144,49.21758203677018,77.18,77,0,9.64,KZ,1562504576,609906.0
513,malm,63.97557913786818,11.274160877268116,55.51,76,75,5.82,NO,1562504576,3146508.0
514,castrovillari,39.718932121301606,16.110045031950307,96.78,23,17,5.01,IT,1562504576,6540785.0
515,huarmey,-18.247711575546703,-93.60038540133117,63.32,88,100,12.66,PE,1562504576,3939168.0
516,honningsvag,70.72921302981243,26.021557945668548,49.28,75,24,20.38,NO,1562504576,779554.0
517,warrington,28.26920354386577,-86.89975854357426,66.0,42,20,8.05,GB,1562504577,2634739.0
518,whitehorse,60.07884435406018,-136.0285617769493,54.95,67,90,4.7,CA,1562504576,6180550.0
519,turtas,59.0997510113435,70.03150736560559,69.8,56,62,9.04,RU,1562505083,1540475.0
520,beitbridge,-21.389831602508494,30.18911940608072,83.84,8,0,17.74,ZA,1562504577,895269.0
521,grand river south east,-22.076194177470043,79.20119757026742,,,,,,,
522,kanashevo,55.14698141786681,62.0947108172885,72.39,49,40,4.47,RU,1562504577,1504716.0
523,cooma,-37.76344564361104,149.7398492196428,46.4,87,90,5.82,AU,1562504578,2170577.0
524,high rock,27.38256018033603,-77.65839041654037,84.2,79,40,8.05,BS,1562504578,3572189.0
525,formoso do araguaia,-11.626175583281963,-50.23894796275036,,,,,,,
526,pandan,15.274269255348116,124.8979285653574,83.48,75,42,7.7,PH,1562505084,1695555.0
527,nizhneyansk,85.75756859045643,140.27448082795263,,,,,,,
528,saint-francois,21.07505847329152,-50.838591536715256,86.0,40,0,9.17,FR,1562504578,2980080.0
529,longkou,38.384805498653265,119.54371773874601,74.66,73,12,17.56,CN,1562504578,1802550.0
530,san vicente,19.468215816996732,128.03690814268208,71.6,88,90,9.17,EC,1562504579,3660401.0
531,juneau,59.35477158591155,-134.7497628322663,57.36,87,40,12.77,US,1562505084,5554072.0
532,chatsu,26.647021213358457,75.74650053457864,,,,,,,
533,oppdal,62.28677415247239,9.48193846826922,51.8,63,89,5.32,NO,1562504579,3143513.0
534,agirish,63.82200887893225,62.33987518793927,48.74,95,100,9.4,RU,1562504579,1512101.0
535,sayyan,15.336941091415085,44.799277197051026,83.84,42,83,9.48,YE,1562504580,70979.0
536,jumla,34.968523472756445,83.63399983679426,64.94,79,74,5.86,NP,1562504580,1283285.0
537,san jose,12.795767724697,-91.39374516905671,71.6,94,75,9.17,HN,1562504419,3602137.0
538,cache creek,51.06767903450995,-121.04199043746584,53.74,100,90,2.24,CA,1562504580,5913049.0
539,busca,44.494079662064934,7.052956171395863,88.14,43,0,5.82,IT,1562504580,3181380.0
540,kattivakkam,13.21275063940594,81.9189047468123,92.21,47,40,11.41,IN,1562504581,1267433.0
541,yaguajay,22.59346979643317,-79.0459557657118,78.62,86,0,5.03,CU,1562504581,3533826.0
542,vilcun,-38.806526217545944,-70.65324999628399,53.78,81,90,14.99,CL,1562504581,3868210.0
543,orgun,32.46488916015086,69.04295276873378,,,,,,,
544,itarema,0.5965892671139557,-38.502827786594025,81.14,69,38,8.23,BR,1562504581,3393692.0
545,anchorage,62.48791607379479,-151.12957588503428,61.54,68,1,2.1,US,1562504409,5879400.0
546,umm lajj,26.080611970074784,35.88140360856411,85.28,67,20,11.81,SA,1562504582,100926.0
547,brunsbuttel,53.83803180111545,9.239214523022014,59.92,58,90,18.34,DE,1562504582,2943049.0
548,trincomalee,10.272065425144476,84.61775370214053,91.58,45,58,9.37,LK,1562504582,1226260.0
549,galgani,12.765861424672792,35.01551154318628,,,,,,,
550,san rafael,-35.96330206073899,-67.36805678777853,39.74,81,100,6.91,AR,1562504582,3836669.0
551,alofi,-18.41432281428014,-167.25618186544062,73.4,78,98,9.17,NU,1562504583,4036284.0
552,naze,27.694759415644427,128.4971482569577,79.88,84,100,9.08,NG,1562504583,2337542.0
553,wanning,19.035229758232603,113.62267162939844,70.5,77,75,12.75,AT,1562505087,3220813.0
554,ulladulla,-36.214034115642065,151.39078472000892,49.32,93,61,3.36,AU,1562504583,2145554.0
555,lakatoro,-17.34892841360616,166.19421708615954,78.26,78,64,13.42,VU,1562504583,2136697.0
556,zhanaozen,43.14425882677074,53.96527212446159,94.46,19,0,10.63,KZ,1562504584,607610.0
557,sorong,-1.3521296403889949,129.53811692038198,74.48,95,99,6.93,ID,1562504584,1626542.0
558,south lake tahoe,38.061488024784836,-119.92215251783585,51.64,75,1,4.7,US,1562504417,5397664.0
559,kapit,2.2055272117842435,114.46920429919442,78.44,76,16,1.52,MY,1562504584,1737185.0
560,nakatsu,33.47315700715852,131.2201688399798,73.4,78,75,9.17,JP,1562504585,1855757.0
561,maragogi,-15.144696785788653,-25.73521065252899,78.8,76,5,3.83,BR,1562504481,3395458.0
562,naryan-mar,67.44507551373562,52.31934772592956,47.66,65,0,24.63,RU,1562504585,523392.0
563,high level,58.49289477496578,-116.03406005562769,55.4,76,1,11.41,CA,1562504585,5975004.0
564,santa rosa,-16.48221461366056,-62.17520312716297,39.56,86,100,8.7,AR,1562504559,3835994.0
565,saint anthony,53.816922592078214,-53.611577578216554,55.44,71,20,6.93,US,1562504421,5606187.0
566,kanganpur,30.730248455410987,74.0968083886959,106.7,24,55,4.36,IN,1562504586,1256052.0
567,kupang,-13.654832768305553,123.79178612438324,75.2,60,20,11.41,ID,1562504586,2057087.0
568,boone,41.94057013814114,-94.0900646141062,71.8,77,1,8.05,US,1562504492,4456703.0
569,takapau,-39.7321094321032,176.3514052767943,48.0,77,100,8.01,NZ,1562504586,2181988.0
570,luwingu,-10.01248201326473,29.874353167137173,83.48,22,21,4.7,ZM,1562504586,908913.0
571,ellisras,-23.19852480240357,28.337832806344323,78.98,5,0,14.81,ZA,1562504587,1005768.0
572,shahreza,31.662771360362413,52.05382370772708,93.92,9,23,9.93,IR,1562504587,417594.0
573,veraval,16.701806485761935,68.21736231603205,74.82,64,75,9.17,FR,1562504587,3031871.0
574,samusu,-10.361299174547668,-169.36773296343296,,,,,,,
575,janakkala,61.174791541121124,24.77063906473805,59.49,67,40,11.41,FI,1562504587,656073.0
576,chokurdakh,74.07792862500332,145.2737144738465,43.7,80,100,10.89,RU,1562504588,2126123.0
577,parker,39.30098195350345,-104.5141737032055,65.75,100,90,5.82,US,1562504588,5230309.0
578,broome,-19.298406930780118,121.23743892733518,66.47,45,20,5.82,GB,1562504588,2656067.0
